"movement","measured"
"0.05","+94.435"
"0.05","+94.390"
"0.05","+94.340"
"0.05","+94.290"
"0.05","+94.235"
"0.05","+94.185"
"0.05","+94.135"
"0.05","+94.085"
"0.05","+94.035"
"0.05","+93.990"
"0.05","+93.945"
"0.05","+93.895"
"0.05","+93.840"
"0.05","+93.790"
"0.05","+93.740"
"0.05","+93.690"
"0.05","+93.640"
"0.05","+93.590"
"0.05","+93.545"
"0.05","+93.495"
"0.05","+93.435"
"0.05","+93.385"
"0.05","+93.340"
"0.05","+93.290"
"0.05","+93.240"
"0.05","+93.190"
"0.05","+93.145"
"0.05","+93.090"
"0.05","+93.035"
"0.05","+92.980"
"0.05","+92.935"
"0.05","+92.885"
"0.05","+92.835"
"0.05","+92.785"
"0.05","+92.740"
"0.05","+92.690"
"0.05","+92.635"
"0.05","+92.580"
"0.05","+92.535"
"0.05","+92.480"
"0.05","+92.430"
"0.05","+92.390"
"0.05","+92.340"
"0.05","+92.285"
"0.05","+92.230"
"0.05","+92.185"
"0.05","+92.135"
"0.05","+92.085"
"0.05","+92.035"
"0.05","+91.990"
"0.05","+91.950"
"0.05","+91.900"
"0.05","+91.850"
"0.05","+91.795"
"0.05","+91.765"
"0.05","+91.710"
"0.05","+91.660"
"0.05","+91.610"
"0.05","+91.570"
"0.05","+91.520"
"0.05","+91.465"
"0.05","+91.415"
"0.05","+91.365"
"0.05","+91.330"
"0.05","+91.280"
"0.05","+91.230"
"0.05","+91.180"
"0.05","+91.130"
"0.05","+91.075"
"0.05","+91.020"
"0.05","+90.975"
"0.05","+90.925"
"0.05","+90.875"
"0.05","+90.830"
"0.05","+90.785"
"0.05","+90.730"
"0.05","+90.675"
"0.05","+90.625"
"0.05","+90.580"
"0.05","+90.530"
"0.05","+90.475"
"0.05","+90.430"
"0.05","+90.380"
"0.05","+90.325"
"0.05","+90.270"
"0.05","+90.225"
"0.05","+90.175"
"0.05","+90.125"
"0.05","+90.070"
"0.05","+90.025"
"0.05","+89.980"
"0.05","+89.930"
"0.05","+89.875"
"0.05","+89.825"
"0.05","+89.775"
"0.05","+89.725"
"0.05","+89.675"
"0.05","+89.630"
"0.05","+89.580"
