"movement","measured"
"70.005","+97.690"
"70.00999999999999","+97.685"
"70.01499999999999","+97.680"
"70.01999999999998","+97.675"
"70.02499999999998","+97.670"
"70.02999999999997","+97.670"
"70.03499999999997","+97.660"
"70.03999999999996","+97.660"
"70.04499999999996","+97.655"
"70.04999999999995","+97.650"
"70.05499999999995","+97.645"
"70.05999999999995","+97.640"
"70.06499999999994","+97.635"
"70.06999999999994","+97.630"
"70.07499999999993","+97.625"
"70.07999999999993","+97.620"
"70.08499999999992","+97.615"
"70.08999999999992","+97.610"
"70.09499999999991","+97.605"
"70.09999999999991","+97.600"
"70.1049999999999","+97.595"
"70.1099999999999","+97.590"
"70.1149999999999","+97.590"
"70.11999999999989","+97.585"
"70.12499999999989","+97.580"
"70.12999999999988","+97.575"
"70.13499999999988","+97.570"
"70.13999999999987","+97.565"
"70.14499999999987","+97.560"
"70.14999999999986","+97.555"
"70.15499999999986","+97.550"
"70.15999999999985","+97.550"
"70.16499999999985","+97.540"
"70.16999999999985","+97.540"
"70.17499999999984","+97.535"
"70.17999999999984","+97.530"
"70.18499999999983","+97.525"
"70.18999999999983","+97.520"
"70.19499999999982","+97.520"
"70.19999999999982","+97.515"
"70.20499999999981","+97.510"
"70.20999999999981","+97.505"
"70.2149999999998","+97.500"
"70.2199999999998","+97.495"
"70.2249999999998","+97.490"
"70.22999999999979","+97.485"
"70.23499999999979","+97.480"
"70.23999999999978","+97.475"
"70.24499999999978","+97.470"
"70.24999999999977","+97.465"
"70.25499999999977","+97.460"
"70.25999999999976","+97.455"
"70.26499999999976","+97.455"
"70.26999999999975","+97.445"
"70.27499999999975","+97.440"
"70.27999999999975","+97.435"
"70.28499999999974","+97.430"
"70.28999999999974","+97.425"
"70.29499999999973","+97.420"
"70.29999999999973","+97.415"
"70.30499999999972","+97.410"
"70.30999999999972","+97.405"
"70.31499999999971","+97.400"
"70.31999999999971","+97.395"
"70.3249999999997","+97.390"
"70.3299999999997","+97.385"
"70.3349999999997","+97.380"
"70.33999999999969","+97.375"
"70.34499999999969","+97.370"
"70.34999999999968","+97.360"
"70.35499999999968","+97.360"
"70.35999999999967","+97.355"
"70.36499999999967","+97.350"
"70.36999999999966","+97.340"
"70.37499999999966","+97.335"
"70.37999999999965","+97.335"
"70.38499999999965","+97.330"
"70.38999999999965","+97.325"
"70.39499999999964","+97.320"
"70.39999999999964","+97.315"
"70.40499999999963","+97.310"
"70.40999999999963","+97.305"
"70.41499999999962","+97.300"
"70.41999999999962","+97.295"
"70.42499999999961","+97.290"
"70.42999999999961","+97.285"
"70.4349999999996","+97.280"
"70.4399999999996","+97.275"
"70.4449999999996","+97.270"
"70.44999999999959","+97.265"
"70.45499999999959","+97.260"
"70.45999999999958","+97.255"
"70.46499999999958","+97.250"
"70.46999999999957","+97.240"
"70.47499999999957","+97.240"
"70.47999999999956","+97.235"
"70.48499999999956","+97.230"
"70.48999999999955","+97.225"
"70.49499999999955","+97.220"
"70.49999999999955","+97.215"
"70.50499999999954","+97.210"
"70.50999999999954","+97.205"
"70.51499999999953","+97.200"
"70.51999999999953","+97.195"
"70.52499999999952","+97.190"
"70.52999999999952","+97.185"
"70.53499999999951","+97.180"
"70.53999999999951","+97.175"
"70.5449999999995","+97.170"
"70.5499999999995","+97.165"
"70.5549999999995","+97.160"
"70.55999999999949","+97.160"
"70.56499999999949","+97.155"
"70.56999999999948","+97.150"
"70.57499999999948","+97.140"
"70.57999999999947","+97.140"
"70.58499999999947","+97.135"
"70.58999999999946","+97.130"
"70.59499999999946","+97.125"
"70.59999999999945","+97.120"
"70.60499999999945","+97.115"
"70.60999999999945","+97.110"
"70.61499999999944","+97.105"
"70.61999999999944","+97.100"
"70.62499999999943","+97.095"
"70.62999999999943","+97.090"
"70.63499999999942","+97.085"
"70.63999999999942","+97.080"
"70.64499999999941","+97.075"
"70.64999999999941","+97.075"
"70.6549999999994","+97.065"
"70.6599999999994","+97.060"
"70.6649999999994","+97.055"
"70.66999999999939","+97.050"
"70.67499999999939","+97.040"
"70.67999999999938","+97.035"
"70.68499999999938","+97.030"
"70.68999999999937","+97.020"
"70.69499999999937","+97.020"
"70.69999999999936","+97.010"
"70.70499999999936","+97.005"
"70.70999999999935","+97.000"
