"movement","measured"
"0.01","+100.860"
"0.01","+100.850"
"0.01","+100.840"
"0.01","+100.830"
"0.01","+100.820"
"0.01","+100.810"
"0.01","+100.805"
"0.01","+100.795"
"0.01","+100.785"
"0.01","+100.775"
"0.01","+100.765"
"0.01","+100.755"
"0.01","+100.745"
"0.01","+100.740"
"0.01","+100.725"
"0.01","+100.715"
"0.01","+100.705"
"0.01","+100.695"
"0.01","+100.680"
"0.01","+100.670"
"0.01","+100.660"
"0.01","+100.650"
"0.01","+100.640"
"0.01","+100.630"
"0.01","+100.620"
"0.01","+100.610"
"0.01","+100.600"
"0.01","+100.590"
"0.01","+100.580"
"0.01","+100.570"
"0.01","+100.560"
"0.01","+100.550"
"0.01","+100.540"
"0.01","+100.530"
"0.01","+100.520"
"0.01","+100.510"
"0.01","+100.500"
"0.01","+100.490"
"0.01","+100.480"
"0.01","+100.470"
"0.01","+100.460"
"0.01","+100.450"
"0.01","+100.440"
"0.01","+100.430"
"0.01","+100.420"
"0.01","+100.410"
"0.01","+100.405"
"0.01","+100.395"
"0.01","+100.385"
"0.01","+100.375"
"0.01","+100.365"
"0.01","+100.355"
"0.01","+100.345"
"0.01","+100.335"
"0.01","+100.325"
"0.01","+100.315"
"0.01","+100.305"
"0.01","+100.290"
"0.01","+100.280"
"0.01","+100.270"
"0.01","+100.260"
"0.01","+100.250"
"0.01","+100.240"
"0.01","+100.230"
"0.01","+100.220"
"0.01","+100.210"
"0.01","+100.200"
"0.01","+100.190"
"0.01","+100.180"
"0.01","+100.170"
"0.01","+100.160"
"0.01","+100.150"
"0.01","+100.140"
"0.01","+100.130"
"0.01","+100.120"
"0.01","+100.105"
"0.01","+100.095"
"0.01","+100.085"
"0.01","+100.075"
"0.01","+100.065"
"0.01","+100.060"
"0.01","+100.050"
"0.01","+100.040"
"0.01","+100.030"
"0.01","+99.990"
"0.01","+99.980"
"0.01","+99.975"
"0.01","+99.965"
"0.01","+99.955"
"0.01","+99.945"
"0.01","+99.935"
"0.01","+99.925"
"0.01","+99.915"
"0.01","+99.900"
"0.01","+99.890"
"0.01","+99.880"
"0.01","+99.870"
"0.01","+99.860"
"0.01","+99.850"
"0.01","+99.840"
"0.01","+99.830"
"0.01","+99.820"
"0.01","+99.805"
"0.01","+99.795"
"0.01","+99.785"
"0.01","+99.775"
"0.01","+99.770"
"0.01","+99.760"
"0.01","+99.750"
"0.01","+99.740"
"0.01","+99.730"
"0.01","+99.720"
"0.01","+99.710"
"0.01","+99.700"
"0.01","+99.685"
"0.01","+99.675"
"0.01","+99.665"
"0.01","+99.655"
"0.01","+99.650"
"0.01","+99.640"
"0.01","+99.630"
"0.01","+99.620"
"0.01","+99.610"
"0.01","+99.600"
"0.01","+99.590"
"0.01","+99.580"
"0.01","+99.570"
"0.01","+99.560"
"0.01","+99.555"
"0.01","+99.545"
"0.01","+99.535"
"0.01","+99.525"
"0.01","+99.515"
"0.01","+99.505"
"0.01","+99.495"
"0.01","+99.485"
"0.01","+99.470"
"0.01","+99.460"
"0.01","+99.450"
"0.01","+99.440"
"0.01","+99.430"
"0.01","+99.420"
"0.01","+99.410"
"0.01","+99.400"
"0.01","+99.390"
"0.01","+99.380"
"0.01","+99.370"
"0.01","+99.360"
"0.01","+99.350"
"0.01","+99.340"
"0.01","+99.330"
"0.01","+99.320"
"0.01","+99.310"
"0.01","+99.300"
"0.01","+99.290"
"0.01","+99.280"
"0.01","+99.270"
"0.01","+99.260"
"0.01","+99.250"
"0.01","+99.240"
"0.01","+99.230"
"0.01","+99.220"
"0.01","+99.210"
"0.01","+99.200"
"0.01","+99.190"
"0.01","+99.185"
"0.01","+99.175"
"0.01","+99.165"
"0.01","+99.155"
"0.01","+99.145"
"0.01","+99.135"
"0.01","+99.125"
"0.01","+99.115"
"0.01","+99.105"
"0.01","+99.095"
"0.01","+99.085"
"0.01","+99.075"
"0.01","+99.060"
"0.01","+99.050"
"0.01","+99.040"
"0.01","+99.030"
"0.01","+99.020"
"0.01","+99.010"
"0.01","+99.000"
"0.01","+98.990"
"0.01","+98.980"
"0.01","+98.970"
"0.01","+98.960"
"0.01","+98.950"
"0.01","+98.940"
"0.01","+98.930"
"0.01","+98.920"
"0.01","+98.910"
"0.01","+98.900"
"0.01","+98.890"
"0.01","+98.880"
"0.01","+98.865"
"0.01","+98.855"
"0.01","+98.850"
"0.01","+98.840"
"0.01","+98.830"
"0.01","+98.820"
"0.01","+98.810"
"0.01","+98.800"
"0.01","+98.790"
"0.01","+98.780"
"0.01","+98.775"
