"movement","measured"
"70.01","+97.685"
"70.02000000000001","+97.670"
"70.03000000000002","+97.665"
"70.04000000000002","+97.655"
"70.05000000000003","+97.645"
"70.06000000000003","+97.635"
"70.07000000000004","+97.625"
"70.08000000000004","+97.615"
"70.09000000000005","+97.605"
"70.10000000000005","+97.595"
"70.11000000000006","+97.590"
"70.12000000000006","+97.580"
"70.13000000000007","+97.575"
"70.14000000000007","+97.565"
"70.15000000000008","+97.555"
"70.16000000000008","+97.545"
"70.17000000000009","+97.535"
"70.18000000000009","+97.530"
"70.1900000000001","+97.520"
"70.2000000000001","+97.510"
"70.21000000000011","+97.500"
"70.22000000000011","+97.490"
"70.23000000000012","+97.485"
"70.24000000000012","+97.475"
"70.25000000000013","+97.465"
"70.26000000000013","+97.455"
"70.27000000000014","+97.440"
"70.28000000000014","+97.435"
"70.29000000000015","+97.425"
"70.30000000000015","+97.415"
"70.31000000000016","+97.400"
"70.32000000000016","+97.395"
"70.33000000000017","+97.385"
"70.34000000000017","+97.375"
"70.35000000000018","+97.360"
"70.36000000000018","+97.350"
"70.37000000000019","+97.340"
"70.3800000000002","+97.330"
"70.3900000000002","+97.320"
"70.4000000000002","+97.315"
"70.41000000000021","+97.305"
"70.42000000000021","+97.295"
"70.43000000000022","+97.285"
"70.44000000000023","+97.280"
"70.45000000000023","+97.265"
"70.46000000000024","+97.255"
"70.47000000000024","+97.245"
"70.48000000000025","+97.235"
"70.49000000000025","+97.225"
"70.50000000000026","+97.215"
"70.51000000000026","+97.205"
"70.52000000000027","+97.195"
"70.53000000000027","+97.190"
"70.54000000000028","+97.180"
"70.55000000000028","+97.170"
"70.56000000000029","+97.160"
"70.57000000000029","+97.150"
"70.5800000000003","+97.145"
"70.5900000000003","+97.135"
"70.6000000000003","+97.125"
"70.61000000000031","+97.115"
"70.62000000000032","+97.105"
"70.63000000000032","+97.095"
"70.64000000000033","+97.085"
"70.65000000000033","+97.075"
"70.66000000000034","+97.065"
"70.67000000000034","+97.055"
"70.68000000000035","+97.045"
"70.69000000000035","+97.035"
"70.70000000000036","+97.020"
"70.71000000000036","+97.010"
"70.72000000000037","+97.000"
"70.73000000000037","+96.990"
"70.74000000000038","+96.980"
"70.75000000000038","+96.970"
"70.76000000000039","+96.960"
"70.7700000000004","+96.950"
"70.7800000000004","+96.940"
"70.7900000000004","+96.930"
"70.80000000000041","+96.920"
"70.81000000000041","+96.910"
"70.82000000000042","+96.900"
"70.83000000000042","+96.890"
"70.84000000000043","+96.885"
"70.85000000000043","+96.875"
"70.86000000000044","+96.860"
"70.87000000000045","+96.850"
"70.88000000000045","+96.840"
"70.89000000000046","+96.830"
"70.90000000000046","+96.820"
"70.91000000000047","+96.810"
"70.92000000000047","+96.800"
"70.93000000000048","+96.790"
"70.94000000000048","+96.780"
"70.95000000000049","+96.770"
"70.96000000000049","+96.760"
"70.9700000000005","+96.755"
"70.9800000000005","+96.745"
"70.9900000000005","+96.735"
"71.00000000000051","+96.725"
"71.01000000000052","+96.715"
"71.02000000000052","+96.705"
"71.03000000000053","+96.700"
"71.04000000000053","+96.685"
"71.05000000000054","+96.675"
"71.06000000000054","+96.665"
"71.07000000000055","+96.655"
"71.08000000000055","+96.640"
"71.09000000000056","+96.635"
"71.10000000000056","+96.620"
"71.11000000000057","+96.610"
"71.12000000000057","+96.600"
"71.13000000000058","+96.590"
"71.14000000000058","+96.580"
"71.15000000000059","+96.570"
"71.1600000000006","+96.560"
"71.1700000000006","+96.550"
"71.1800000000006","+96.540"
