"movement","measured"
"0.001","+109.340"
"0.001","+109.340"
"0.001","+109.340"
"0.001","+109.340"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.335"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.330"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.325"
"0.001","+109.320"
"0.001","+109.320"
"0.001","+109.320"
"0.001","+109.320"
"0.001","+109.320"
"0.001","+109.320"
"0.001","+109.320"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.315"
"0.001","+109.310"
"0.001","+109.310"
"0.001","+109.310"
"0.001","+109.310"
"0.001","+109.310"
"0.001","+109.310"
"0.001","+109.310"
"0.001","+109.310"
"0.001","+109.305"
"0.001","+109.305"
"0.001","+109.305"
"0.001","+109.305"
"0.001","+109.305"
"0.001","+109.305"
"0.001","+109.305"
"0.001","+109.300"
"0.001","+109.300"
"0.001","+109.300"
"0.001","+109.300"
"0.001","+109.300"
"0.001","+109.300"
"0.001","+109.295"
"0.001","+109.295"
"0.001","+109.295"
"0.001","+109.295"
"0.001","+109.295"
"0.001","+109.295"
"0.001","+109.295"
"0.001","+109.295"
"0.001","+109.290"
"0.001","+109.290"
"0.001","+109.290"
"0.001","+109.290"
"0.001","+109.290"
"0.001","+109.290"
"0.001","+109.290"
"0.001","+109.285"
"0.001","+109.285"
"0.001","+109.285"
"0.001","+109.285"
"0.001","+109.285"
"0.001","+109.285"
"0.001","+109.280"
"0.001","+109.280"
"0.001","+109.280"
"0.001","+109.280"
"0.001","+109.280"
"0.001","+109.275"
"0.001","+109.275"
"0.001","+109.275"
"0.001","+109.275"
"0.001","+109.275"
"0.001","+109.275"
"0.001","+109.275"
"0.001","+109.275"
"0.001","+109.270"
"0.001","+109.270"
"0.001","+109.270"
"0.001","+109.270"
"0.001","+109.270"
"0.001","+109.270"
"0.001","+109.265"
"0.001","+109.265"
"0.001","+109.265"
"0.001","+109.265"
"0.001","+109.265"
"0.001","+109.265"
"0.001","+109.265"
"0.001","+109.260"
"0.001","+109.260"
"0.001","+109.260"
"0.001","+109.260"
"0.001","+109.260"
"0.001","+109.255"
"0.001","+109.255"
"0.001","+109.255"
"0.001","+109.255"
"0.001","+109.255"
"0.001","+109.255"
"0.001","+109.255"
"0.001","+109.250"
"0.001","+109.250"
"0.001","+109.250"
"0.001","+109.250"
"0.001","+109.250"
"0.001","+109.250"
"0.001","+109.245"
"0.001","+109.245"
"0.001","+109.245"
"0.001","+109.245"
"0.001","+109.245"
"0.001","+109.245"
"0.001","+109.240"
"0.001","+109.240"
"0.001","+109.240"
"0.001","+109.240"
"0.001","+109.240"
"0.001","+109.235"
"0.001","+109.235"
"0.001","+109.235"
"0.001","+109.235"
"0.001","+109.235"
"0.001","+109.235"
"0.001","+109.235"
"0.001","+109.230"
"0.001","+109.230"
"0.001","+109.230"
"0.001","+109.230"
"0.001","+109.230"
"0.001","+109.230"
"0.001","+109.230"
"0.001","+109.225"
"0.001","+109.225"
"0.001","+109.225"
"0.001","+109.225"
"0.001","+109.225"
"0.001","+109.225"
"0.001","+109.220"
"0.001","+109.220"
"0.001","+109.220"
"0.001","+109.220"
"0.001","+109.220"
"0.001","+109.215"
"0.001","+109.215"
"0.001","+109.215"
"0.001","+109.215"
"0.001","+109.215"
"0.001","+109.215"
"0.001","+109.215"
"0.001","+109.210"
"0.001","+109.210"
"0.001","+109.210"
"0.001","+109.210"
"0.001","+109.210"
"0.001","+109.210"
"0.001","+109.205"
"0.001","+109.205"
"0.001","+109.205"
"0.001","+109.205"
"0.001","+109.205"
"0.001","+109.200"
"0.001","+109.200"
"0.001","+109.200"
"0.001","+109.200"
"0.001","+109.200"
"0.001","+109.200"
"0.001","+109.195"
"0.001","+109.195"
"0.001","+109.195"
"0.001","+109.195"
"0.001","+109.195"
"0.001","+109.195"
"0.001","+109.195"
"0.001","+109.190"
"0.001","+109.190"
"0.001","+109.190"
"0.001","+109.190"
"0.001","+109.190"
"0.001","+109.185"
"0.001","+109.185"
"0.001","+109.185"
"0.001","+109.185"
"0.001","+109.185"
"0.001","+109.185"
"0.001","+109.180"
"0.001","+109.180"
"0.001","+109.180"
"0.001","+109.180"
"0.001","+109.180"
"0.001","+109.175"
"0.001","+109.175"
"0.001","+109.175"
"0.001","+109.175"
"0.001","+109.175"
"0.001","+109.175"
"0.001","+109.175"
"0.001","+109.170"
"0.001","+109.170"
"0.001","+109.170"
"0.001","+109.170"
"0.001","+109.170"
"0.001","+109.170"
"0.001","+109.170"
"0.001","+109.165"
"0.001","+109.165"
"0.001","+109.165"
"0.001","+109.165"
"0.001","+109.165"
"0.001","+109.165"
"0.001","+109.160"
"0.001","+109.160"
"0.001","+109.160"
"0.001","+109.160"
"0.001","+109.160"
"0.001","+109.155"
"0.001","+109.155"
"0.001","+109.155"
"0.001","+109.155"
"0.001","+109.155"
"0.001","+109.155"
"0.001","+109.150"
"0.001","+109.150"
"0.001","+109.150"
"0.001","+109.150"
"0.001","+109.150"
"0.001","+109.150"
"0.001","+109.145"
"0.001","+109.145"
"0.001","+109.145"
"0.001","+109.145"
"0.001","+109.145"
"0.001","+109.145"
"0.001","+109.140"
"0.001","+109.140"
"0.001","+109.140"
