"movement","measured"
"86.0","+81.645"
"87.0","+80.645"
"88.0","+79.630"
"89.0","+78.635"
"90.0","+77.615"
"91.0","+76.620"
"92.0","+75.605"
"93.0","+74.610"
"94.0","+73.600"
"95.0","+72.605"
"96.0","+71.580"
"97.0","+70.590"
"98.0","+69.575"
"99.0","+68.580"
"100.0","+67.560"
"101.0","+66.565"
"102.0","+65.550"
