"movement","measured"
"0.005","+108.640"
"0.005","+108.635"
"0.005","+108.630"
"0.005","+108.620"
"0.005","+108.620"
"0.005","+108.610"
"0.005","+108.605"
"0.005","+108.600"
"0.005","+108.595"
"0.005","+108.590"
"0.005","+108.585"
"0.005","+108.580"
"0.005","+108.575"
"0.005","+108.570"
"0.005","+108.565"
"0.005","+108.560"
"0.005","+108.555"
"0.005","+108.550"
"0.005","+108.545"
"0.005","+108.540"
"0.005","+108.535"
"0.005","+108.530"
"0.005","+108.525"
"0.005","+108.520"
"0.005","+108.515"
"0.005","+108.510"
"0.005","+108.505"
"0.005","+108.500"
"0.005","+108.495"
"0.005","+108.490"
"0.005","+108.485"
"0.005","+108.480"
"0.005","+108.480"
"0.005","+108.475"
"0.005","+108.470"
"0.005","+108.465"
"0.005","+108.460"
"0.005","+108.455"
"0.005","+108.450"
"0.005","+108.445"
"0.005","+108.440"
"0.005","+108.435"
"0.005","+108.430"
"0.005","+108.425"
"0.005","+108.420"
"0.005","+108.415"
"0.005","+108.410"
"0.005","+108.405"
"0.005","+108.400"
"0.005","+108.395"
"0.005","+108.390"
"0.005","+108.385"
"0.005","+108.380"
"0.005","+108.375"
"0.005","+108.370"
"0.005","+108.365"
"0.005","+108.360"
"0.005","+108.355"
"0.005","+108.345"
"0.005","+108.340"
"0.005","+108.335"
"0.005","+108.330"
"0.005","+108.325"
"0.005","+108.320"
"0.005","+108.315"
"0.005","+108.310"
"0.005","+108.305"
"0.005","+108.300"
"0.005","+108.295"
"0.005","+108.290"
"0.005","+108.285"
"0.005","+108.280"
"0.005","+108.275"
"0.005","+108.270"
"0.005","+108.265"
"0.005","+108.260"
"0.005","+108.255"
"0.005","+108.250"
"0.005","+108.245"
"0.005","+108.240"
"0.005","+108.235"
"0.005","+108.230"
"0.005","+108.225"
"0.005","+108.220"
"0.005","+108.215"
"0.005","+108.210"
"0.005","+108.205"
"0.005","+108.200"
"0.005","+108.195"
"0.005","+108.190"
"0.005","+108.185"
"0.005","+108.180"
"0.005","+108.175"
"0.005","+108.170"
"0.005","+108.165"
"0.005","+108.160"
"0.005","+108.155"
"0.005","+108.150"
"0.005","+108.145"
"0.005","+108.140"
"0.005","+108.135"
"0.005","+108.130"
"0.005","+108.125"
"0.005","+108.120"
"0.005","+108.115"
"0.005","+108.110"
"0.005","+108.105"
"0.005","+108.100"
"0.005","+108.100"
"0.005","+108.095"
"0.005","+108.090"
"0.005","+108.085"
"0.005","+108.080"
"0.005","+108.075"
"0.005","+108.070"
"0.005","+108.065"
"0.005","+108.060"
"0.005","+108.055"
"0.005","+108.050"
"0.005","+108.045"
"0.005","+108.040"
"0.005","+108.035"
"0.005","+108.030"
"0.005","+108.025"
"0.005","+108.020"
"0.005","+108.015"
"0.005","+108.010"
"0.005","+108.005"
"0.005","+108.000"
"0.005","+107.995"
"0.005","+107.990"
"0.005","+107.985"
"0.005","+107.980"
"0.005","+107.975"
"0.005","+107.970"
"0.005","+107.960"
"0.005","+107.960"
"0.005","+107.950"
"0.005","+107.945"
"0.005","+107.940"
"0.005","+107.935"
"0.005","+107.930"
"0.005","+107.925"
"0.005","+107.920"
"0.005","+107.915"
"0.005","+107.910"
"0.005","+107.905"
"0.005","+107.900"
"0.005","+107.895"
"0.005","+107.890"
"0.005","+107.885"
"0.005","+107.880"
"0.005","+107.875"
"0.005","+107.870"
"0.005","+107.865"
"0.005","+107.860"
"0.005","+107.855"
"0.005","+107.850"
"0.005","+107.845"
"0.005","+107.840"
"0.005","+107.835"
"0.005","+107.830"
"0.005","+107.825"
"0.005","+107.820"
"0.005","+107.815"
"0.005","+107.810"
"0.005","+107.805"
"0.005","+107.800"
"0.005","+107.795"
"0.005","+107.790"
"0.005","+107.785"
"0.005","+107.780"
"0.005","+107.775"
"0.005","+107.770"
"0.005","+107.765"
"0.005","+107.760"
"0.005","+107.755"
"0.005","+107.750"
"0.005","+107.745"
"0.005","+107.740"
"0.005","+107.735"
"0.005","+107.730"
"0.005","+107.725"
"0.005","+107.720"
"0.005","+107.715"
"0.005","+107.710"
"0.005","+107.705"
"0.005","+107.700"
"0.005","+107.695"
"0.005","+107.690"
"0.005","+107.685"
"0.005","+107.680"
"0.005","+107.680"
"0.005","+107.675"
"0.005","+107.670"
"0.005","+107.665"
"0.005","+107.660"
"0.005","+107.655"
"0.005","+107.650"
"0.005","+107.645"
"0.005","+107.640"
"0.005","+107.635"
"0.005","+107.630"
"0.005","+107.625"
"0.005","+107.620"
"0.005","+107.615"
"0.005","+107.610"
"0.005","+107.605"
"0.005","+107.600"
"0.005","+107.595"
"0.005","+107.590"
"0.005","+107.585"
"0.005","+107.580"
"0.005","+107.575"
"0.005","+107.570"
"0.005","+107.560"
"0.005","+107.555"
"0.005","+107.550"
"0.005","+107.545"
"0.005","+107.540"
"0.005","+107.535"
"0.005","+107.530"
"0.005","+107.525"
"0.005","+107.520"
"0.005","+107.515"
"0.005","+107.510"
"0.005","+107.505"
"0.005","+107.500"
"0.005","+107.495"
"0.005","+107.490"
"0.005","+107.485"
