,movement,measured
11,0.01,9.999999999990905
12,0.01,5.000000000010004
13,0.01,4.9999999999954525
14,0.01,10.000000000005457
15,0.01,4.999999999994543
16,0.01,9.999999999990905
17,0.01,5.000000000010004
18,0.01,4.9999999999954525
19,0.01,10.000000000005457
20,0.01,4.9999999999954525
21,0.01,10.000000000004547
22,0.01,9.999999999990905
23,0.01,10.000000000005457
24,0.01,10.000000000005457
25,0.01,4.9999999999954525
26,0.01,10.000000000004547
27,0.01,9.999999999990905
28,0.01,10.000000000005457
29,0.01,10.000000000005457
30,0.01,4.999999999994543
31,0.01,9.999999999990905
32,0.01,5.000000000010004
33,0.01,9.999999999990905
34,0.01,10.000000000005457
35,0.01,10.000000000004547
36,0.01,9.999999999990905
37,0.01,5.000000000010004
38,0.01,9.999999999990905
39,0.01,10.000000000005457
40,0.01,10.000000000004547
41,0.01,4.9999999999954525
42,0.01,10.000000000005457
43,0.01,9.999999999990905
44,0.01,10.000000000004547
45,0.01,9.999999999990905
46,0.01,15.00000000000091
47,0.01,5.000000000010004
48,0.01,15.0
49,0.01,9.999999999990905
50,0.01,10.000000000005457
51,0.01,10.000000000005457
52,0.01,4.9999999999954525
53,0.01,10.000000000004547
54,0.01,15.00000000000091
55,0.01,4.9999999999954525
56,0.01,10.000000000005457
57,0.01,9.999999999990905
58,0.01,10.000000000004547
59,0.01,9.999999999990905
60,0.01,10.000000000005457
61,0.01,10.000000000004547
62,0.01,9.999999999990905
63,0.01,10.000000000005457
64,0.01,10.000000000005457
65,0.01,9.999999999990905
66,0.01,10.000000000004547
67,0.01,4.9999999999954525
68,0.01,10.000000000005457
69,0.01,10.000000000005457
70,0.01,9.999999999990905
71,0.01,10.000000000004547
72,0.01,9.999999999990905
73,0.01,10.000000000005457
74,0.01,4.9999999999954525
75,0.01,10.000000000004547
76,0.01,10.000000000005457
77,0.01,9.999999999990905
78,0.01,10.000000000005457
79,0.01,4.9999999999954525
80,0.01,10.000000000004547
81,0.01,10.000000000005457
82,0.01,15.00000000000091
83,0.01,4.999999999994543
84,0.01,15.00000000000091
85,0.01,9.999999999990905
86,0.01,10.000000000005457
87,0.01,10.000000000004547
88,0.01,9.999999999990905
89,0.01,10.000000000005457
90,0.01,4.9999999999954525
91,0.01,15.00000000000091
92,0.01,10.000000000004547
93,0.01,10.000000000005457
94,0.01,9.999999999990905
95,0.01,10.000000000004547
96,0.01,9.999999999990905
97,0.01,10.000000000005457
98,0.01,10.000000000005457
99,0.01,9.999999999990905
100,0.01,10.000000000005457
101,0.01,10.000000000003638
102,0.01,9.999999999992724
103,0.01,5.000000000009095
104,0.01,9.999999999990905
105,0.01,10.000000000005457
106,0.01,15.0
107,0.01,10.000000000005457
108,0.01,9.999999999990905
109,0.01,10.000000000005457
110,0.01,9.999999999990905
111,0.01,5.000000000009095
112,0.01,9.999999999990905
113,0.01,10.000000000005457
114,0.01,10.000000000003638
115,0.01,9.999999999992724
116,0.01,10.000000000003638
117,0.01,10.000000000005457
118,0.01,4.999999999996362
119,0.01,10.000000000003638
120,0.01,9.999999999990905
121,0.01,10.000000000005457
122,0.01,9.999999999990905
123,0.01,10.000000000005457
124,0.01,10.000000000005457
125,0.01,4.999999999994543
126,0.01,15.000000000001819
127,0.01,10.000000000003638
128,0.01,9.999999999992724
129,0.01,10.000000000003638
130,0.01,10.000000000005457
131,0.01,9.999999999990905
132,0.01,10.000000000005457
133,0.01,15.0
134,0.01,9.999999999990905
135,0.01,10.000000000005457
136,0.01,10.000000000005457
137,0.01,9.999999999990905
138,0.01,5.000000000009095
139,0.01,9.999999999990905
140,0.01,10.000000000005457
141,0.01,10.000000000005457
142,0.01,15.0
143,0.01,4.999999999996362
144,0.01,15.0
145,0.01,10.000000000005457
146,0.01,9.999999999990905
147,0.01,10.000000000005457
148,0.01,4.999999999994543
149,0.01,10.000000000005457
150,0.01,15.0
151,0.01,4.999999999996362
152,0.01,10.000000000003638
153,0.01,9.999999999992724
154,0.01,10.000000000003638
155,0.01,10.000000000005457
156,0.01,9.999999999990905
157,0.01,10.000000000005457
158,0.01,4.999999999994543
159,0.01,10.000000000005457
160,0.01,9.999999999990905
161,0.01,10.000000000005457
162,0.01,10.000000000005457
163,0.01,9.999999999990905
164,0.01,10.000000000005457
165,0.01,10.000000000003638
166,0.01,9.999999999992724
167,0.01,10.000000000003638
168,0.01,10.000000000005457
169,0.01,9.999999999990905
170,0.01,10.000000000005457
171,0.01,10.000000000005457
172,0.01,9.999999999990905
173,0.01,10.000000000005457
174,0.01,9.999999999990905
175,0.01,10.000000000003638
176,0.01,10.000000000005457
177,0.01,9.999999999990905
178,0.01,10.000000000005457
179,0.01,10.000000000005457
180,0.01,9.999999999990905
181,0.01,10.000000000005457
182,0.01,10.000000000003638
183,0.01,9.999999999990905
184,0.01,10.000000000005457
185,0.01,9.999999999990905
186,0.01,10.000000000005457
187,0.01,10.000000000005457
188,0.01,15.0
189,0.01,9.999999999990905
190,0.01,10.000000000005457
191,0.01,10.000000000005457
192,0.01,4.999999999994543
193,0.01,10.000000000005457
194,0.01,9.999999999990905
195,0.01,10.000000000005457
196,0.01,10.000000000005457
197,0.01,9.999999999990905
198,0.01,4.999999999994543
199,0.01,10.000000000005457
200,0.01,10.000000000005457
201,0.01,9.999999999990905
202,0.01,10.000000000005457
203,0.01,10.000000000003638
204,0.01,9.999999999992724
205,0.01,5.000000000009095
206,0.01,15.0
207,0.01,9.999999999990905
208,0.01,10.000000000005457
209,0.01,10.000000000005457
210,0.01,14.999999999985448
211,0.01,10.000000000005457
