,movement,measured
11,0.005,0.0
12,0.005,0.0
13,0.005,0.0
14,0.005,0.0
15,0.005,0.0
16,0.005,0.0
17,0.005,0.0
18,0.005,0.0
19,0.005,0.0
20,0.005,0.0
21,0.005,0.0
22,0.005,0.0
23,0.005,0.0
24,0.005,0.0
25,0.005,0.0
26,0.005,0.0
27,0.005,0.0
28,0.005,0.0
29,0.005,0.0
30,0.005,0.0
31,0.005,0.0
32,0.005,0.0
33,0.005,0.0
34,0.005,0.0
35,0.005,0.0
36,0.005,0.0
37,0.005,4.9999999999954525
38,0.005,0.0
39,0.005,0.0
40,0.005,0.0
41,0.005,4.9999999999954525
42,0.005,0.0
43,0.005,0.0
44,0.005,5.000000000009663
45,0.005,0.0
46,0.005,4.9999999999954525
47,0.005,0.0
48,0.005,0.0
49,0.005,4.9999999999954525
50,0.005,0.0
51,0.005,5.000000000009663
52,0.005,4.9999999999954525
53,0.005,4.9999999999954525
54,0.005,0.0
55,0.005,5.000000000009663
56,0.005,4.9999999999954525
57,0.005,4.9999999999954525
58,0.005,4.9999999999954525
59,0.005,5.000000000009663
60,0.005,4.9999999999954525
61,0.005,4.9999999999954525
62,0.005,0.0
63,0.005,5.000000000009663
64,0.005,4.9999999999954525
65,0.005,4.9999999999954525
66,0.005,5.000000000009663
67,0.005,4.9999999999954525
68,0.005,4.9999999999954525
69,0.005,5.000000000009663
70,0.005,4.9999999999954525
71,0.005,4.9999999999954525
72,0.005,5.000000000009663
73,0.005,4.9999999999954525
74,0.005,4.9999999999954525
75,0.005,5.000000000009663
76,0.005,4.9999999999954525
77,0.005,4.9999999999954525
78,0.005,5.000000000009663
79,0.005,4.9999999999954525
80,0.005,0.0
81,0.005,4.9999999999954525
82,0.005,5.000000000009663
83,0.005,4.9999999999954525
84,0.005,4.9999999999954525
85,0.005,0.0
86,0.005,4.9999999999954525
87,0.005,5.000000000009663
88,0.005,4.9999999999954525
89,0.005,4.9999999999954525
90,0.005,5.000000000009663
91,0.005,4.9999999999954525
92,0.005,4.9999999999954525
93,0.005,5.000000000009663
94,0.005,4.9999999999954525
95,0.005,0.0
96,0.005,4.9999999999954525
97,0.005,10.000000000005116
98,0.005,0.0
99,0.005,4.9999999999954525
100,0.005,5.000000000009663
101,0.005,4.9999999999954525
102,0.005,4.9999999999954525
103,0.005,5.000000000009663
104,0.005,4.9999999999954525
105,0.005,4.9999999999954525
106,0.005,5.000000000009777
107,0.005,4.9999999999954525
108,0.005,4.9999999999954525
109,0.005,5.00000000000955
110,0.005,4.9999999999954525
111,0.005,4.9999999999954525
112,0.005,4.9999999999954525
113,0.005,5.00000000000955
114,0.005,4.9999999999954525
115,0.005,4.9999999999954525
116,0.005,0.0
117,0.005,10.00000000000523
118,0.005,4.9999999999954525
119,0.005,0.0
120,0.005,5.000000000009777
121,0.005,4.9999999999954525
122,0.005,4.9999999999954525
123,0.005,5.00000000000955
124,0.005,4.9999999999954525
