,movement,measured
3,0.5,510.000000000005
4,0.5,500.0
5,0.5,500.0
6,0.5,500.0
7,0.5,500.0
8,0.5,500.0
9,0.5,500.0
10,0.5,495.00000000000455
11,0.5,504.99999999999545
12,0.5,504.99999999999545
13,0.5,500.0
14,0.5,500.0
15,0.5,505.00000000001
16,0.5,500.0
17,0.5,500.0
18,0.5,494.9999999999909
19,0.5,490.0000000000073
20,0.5,500.0
21,0.5,500.0
22,0.5,500.0
23,0.5,509.9999999999927
24,0.5,500.0
25,0.5,500.0
26,0.5,500.0
27,0.5,510.00000000000364
28,0.5,495.00000000000546
29,0.5,500.0
30,0.5,500.0
31,0.5,504.99999999999454
32,0.5,500.0
33,0.5,500.0
34,0.5,495.00000000000364
35,0.5,494.9999999999927
36,0.5,475.0000000000073
37,0.5,500.0
38,0.5,500.0
39,0.5,504.99999999999636
40,0.5,500.0
41,0.5,500.0
42,0.5,504.99999999999636
43,0.5,510.00000000000364
44,0.5,500.0
45,0.5,500.0
46,0.5,495.00000000000364
47,0.5,509.9999999999927
48,0.5,505.0000000000073
49,0.5,504.99999999999636
50,0.5,495.00000000000364
51,0.5,509.9999999999927
52,0.5,505.0000000000109
53,0.5,500.0
54,0.5,500.0
55,0.5,504.9999999999927
56,0.5,500.0
57,0.5,495.0000000000073
58,0.5,500.0
59,0.5,504.9999999999927
60,0.5,510.0000000000073
61,0.5,504.9999999999927
62,0.5,500.0
63,0.5,504.99999999999636
64,0.5,495.00000000000364
65,0.5,505.0
66,0.5,500.0
67,0.5,515.0
