,movement,measured
5,70.02999999999997,0.0
6,70.03499999999997,10.000000000005457
7,70.03999999999996,0.0
8,70.04499999999996,4.999999999994543
9,70.04999999999995,4.999999999996362
10,70.05499999999995,5.000000000009095
11,70.05999999999995,4.999999999996362
12,70.06499999999994,4.999999999994543
13,70.06999999999994,5.000000000009095
14,70.07499999999993,4.999999999996362
15,70.07999999999993,4.999999999996362
16,70.08499999999992,5.000000000009095
17,70.08999999999992,4.999999999994543
18,70.09499999999991,4.999999999996362
19,70.09999999999991,5.000000000009095
20,70.1049999999999,4.999999999996362
21,70.1099999999999,4.999999999994543
22,70.1149999999999,0.0
23,70.11999999999989,5.000000000009095
24,70.12499999999989,4.999999999996362
25,70.12999999999988,4.999999999994543
26,70.13499999999988,5.000000000010914
27,70.13999999999987,4.999999999994543
28,70.14499999999987,4.999999999996362
29,70.14999999999986,4.999999999994543
30,70.15499999999986,5.000000000010914
31,70.15999999999985,0.0
32,70.16499999999985,9.999999999990905
33,70.16999999999985,0.0
34,70.17499999999984,5.000000000009095
35,70.17999999999984,4.999999999994543
36,70.18499999999983,4.999999999996362
37,70.18999999999983,5.000000000009095
38,70.19499999999982,0.0
39,70.19999999999982,4.999999999996362
40,70.20499999999981,4.999999999994543
41,70.20999999999981,5.000000000009095
42,70.2149999999998,4.999999999996362
43,70.2199999999998,4.999999999996362
44,70.2249999999998,5.000000000009095
45,70.22999999999979,4.999999999994543
46,70.23499999999979,4.999999999996362
47,70.23999999999978,5.000000000009095
48,70.24499999999978,4.999999999996362
49,70.24999999999977,4.999999999994543
50,70.25499999999977,5.000000000009095
51,70.25999999999976,4.999999999996362
52,70.26499999999976,0.0
53,70.26999999999975,10.000000000005457
54,70.27499999999975,4.999999999994543
55,70.27999999999975,4.999999999996362
56,70.28499999999974,4.999999999994543
57,70.28999999999974,5.000000000010914
58,70.29499999999973,4.999999999994543
59,70.29999999999973,4.999999999996362
60,70.30499999999972,5.000000000009095
61,70.30999999999972,4.999999999994543
62,70.31499999999971,4.999999999996362
63,70.31999999999971,5.000000000009095
64,70.3249999999997,4.999999999996362
65,70.3299999999997,4.999999999994543
66,70.3349999999997,5.000000000009095
67,70.33999999999969,4.999999999996362
68,70.34499999999969,4.999999999996362
69,70.34999999999968,10.000000000003638
70,70.35499999999968,0.0
71,70.35999999999967,4.999999999996362
72,70.36499999999967,5.000000000009095
73,70.36999999999966,9.999999999990905
74,70.37499999999966,5.000000000009095
75,70.37999999999965,0.0
76,70.38499999999965,4.999999999996362
77,70.38999999999965,4.999999999994543
78,70.39499999999964,5.000000000010914
79,70.39999999999964,4.999999999994543
80,70.40499999999963,4.999999999996362
81,70.40999999999963,4.999999999994543
82,70.41499999999962,5.000000000010914
83,70.41999999999962,4.999999999994543
84,70.42499999999961,4.999999999996362
85,70.42999999999961,5.000000000009095
86,70.4349999999996,4.999999999994543
87,70.4399999999996,4.999999999996362
88,70.4449999999996,5.000000000009095
89,70.44999999999959,4.999999999996362
90,70.45499999999959,4.999999999994543
91,70.45999999999958,5.000000000009095
92,70.46499999999958,4.999999999996362
93,70.46999999999957,10.000000000005457
94,70.47499999999957,0.0
95,70.47999999999956,4.999999999994543
96,70.48499999999956,4.999999999996362
97,70.48999999999955,5.000000000009095
98,70.49499999999955,4.999999999996362
99,70.49999999999955,4.999999999994543
100,70.50499999999954,5.000000000009095
101,70.50999999999954,4.999999999996362
102,70.51499999999953,4.999999999994543
103,70.51999999999953,5.000000000010914
104,70.52499999999952,4.999999999994543
105,70.52999999999952,4.999999999996362
106,70.53499999999951,4.999999999994543
107,70.53999999999951,5.000000000010914
108,70.5449999999995,4.999999999994543
109,70.5499999999995,4.999999999996362
110,70.5549999999995,5.000000000009095
111,70.55999999999949,0.0
112,70.56499999999949,4.999999999994543
113,70.56999999999948,4.999999999996362
114,70.57499999999948,10.000000000005457
115,70.57999999999947,0.0
116,70.58499999999947,4.999999999994543
117,70.58999999999946,5.000000000009095
118,70.59499999999946,4.999999999996362
119,70.59999999999945,4.999999999996362
120,70.60499999999945,5.000000000009095
121,70.60999999999945,4.999999999994543
122,70.61499999999944,4.999999999996362
123,70.61999999999944,5.000000000009095
124,70.62499999999943,4.999999999996362
125,70.62999999999943,4.999999999994543
126,70.63499999999942,5.000000000009095
127,70.63999999999942,4.999999999996362
128,70.64499999999941,4.999999999994543
129,70.64999999999941,0.0
130,70.6549999999994,10.000000000005457
131,70.6599999999994,4.999999999996362
132,70.6649999999994,4.999999999994543
133,70.66999999999939,5.000000000010914
134,70.67499999999939,9.999999999990905
135,70.67999999999938,5.000000000009095
136,70.68499999999938,4.999999999994543
